Source,Target,Type,Weight
1724,10744,Undirected,1
1724,10664,Undirected,1
1724,10109,Undirected,1
1724,10658,Undirected,1
1724,10596,Undirected,1
1724,10079,Undirected,1
1724,10560,Undirected,1
1724,10387,Undirected,1
1724,10093,Undirected,1
1724,10514,Undirected,1
1724,10685,Undirected,1
677,10214,Undirected,1
677,10658,Undirected,1
677,10079,Undirected,1
677,10744,Undirected,1
677,10596,Undirected,1
677,10093,Undirected,1
677,10387,Undirected,1
677,10733,Undirected,1
677,10109,Undirected,1
677,10664,Undirected,1
677,10239,Undirected,1
677,10134,Undirected,1
677,10157,Undirected,1
677,10049,Undirected,1
677,10098,Undirected,1
677,10363,Undirected,1
677,10167,Undirected,1
677,10276,Undirected,1
677,10725,Undirected,1
328,10658,Undirected,1
328,10596,Undirected,1
328,10560,Undirected,1
328,10079,Undirected,1
328,10109,Undirected,1
328,10374,Undirected,1
328,10663,Undirected,1
57,10750,Undirected,1
57,10378,Undirected,1
57,10744,Undirected,1
1931,10561,Undirected,1
1931,10200,Undirected,1
1931,10796,Undirected,1
1931,10370,Undirected,1
1931,10781,Undirected,1
2980,10750,Undirected,1
2740,10091,Undirected,1
2740,10639,Undirected,1
2740,10638,Undirected,1
2740,10565,Undirected,1
313,10658,Undirected,1
313,10079,Undirected,1
313,10741,Undirected,1
313,10560,Undirected,1
313,10664,Undirected,1
313,10387,Undirected,1
313,10109,Undirected,1
313,10514,Undirected,1
313,10684,Undirected,1
313,10744,Undirected,1
313,10663,Undirected,1
313,10666,Undirected,1
1742,10052,Undirected,1
1742,10189,Undirected,1
1742,10264,Undirected,1
1742,10091,Undirected,1
1742,10414,Undirected,1
1742,10786,Undirected,1
1742,10490,Undirected,1
1742,10579,Undirected,1
2936,10366,Undirected,1
2936,10074,Undirected,1
2936,10693,Undirected,1
2936,10367,Undirected,1
2469,10313,Undirected,1
2469,10565,Undirected,1
2469,10481,Undirected,1
2469,10087,Undirected,1
2469,10053,Undirected,1
2469,10618,Undirected,1
1769,10355,Undirected,1
1769,10738,Undirected,1
2777,10264,Undirected,1
2777,10091,Undirected,1
2777,10189,Undirected,1
2777,10368,Undirected,1
2777,10638,Undirected,1
2777,10099,Undirected,1
2777,10639,Undirected,1
2777,10526,Undirected,1
2777,10490,Undirected,1
2777,10565,Undirected,1
2777,10722,Undirected,1
2978,10496,Undirected,1
2978,10714,Undirected,1
2978,10495,Undirected,1
2978,10716,Undirected,1
2978,10715,Undirected,1
2978,10171,Undirected,1
2978,10713,Undirected,1
2978,10717,Undirected,1
3173,10446,Undirected,1
3173,10052,Undirected,1
3173,10649,Undirected,1
3173,10701,Undirected,1
3173,10480,Undirected,1
3173,10235,Undirected,1
3173,10423,Undirected,1
3173,10704,Undirected,1
3173,10020,Undirected,1
3173,10402,Undirected,1
3173,10650,Undirected,1
2169,10520,Undirected,1
2169,10077,Undirected,1
2169,10627,Undirected,1
2524,10594,Undirected,1
2524,10233,Undirected,1
2524,10541,Undirected,1
2524,10577,Undirected,1
2524,10747,Undirected,1
2524,10029,Undirected,1
2524,10234,Undirected,1
767,10000,Undirected,1
767,10779,Undirected,1
767,10457,Undirected,1
2213,10092,Undirected,1
2213,10007,Undirected,1
2213,10429,Undirected,1
2213,10561,Undirected,1
2213,10579,Undirected,1
2868,10000,Undirected,1
2868,10189,Undirected,1
2060,10252,Undirected,1
3079,10007,Undirected,1
3079,10092,Undirected,1
3079,10004,Undirected,1
3079,10516,Undirected,1
1408,10234,Undirected,1
1408,10595,Undirected,1
1408,10094,Undirected,1
2580,10091,Undirected,1
2580,10368,Undirected,1
2580,10189,Undirected,1
2580,10099,Undirected,1
2580,10565,Undirected,1
2580,10264,Undirected,1
2580,10414,Undirected,1
2580,10638,Undirected,1
2580,10490,Undirected,1
2580,10639,Undirected,1
2580,10372,Undirected,1
2580,10526,Undirected,1
2986,10348,Undirected,1
1082,10464,Undirected,1
1082,10463,Undirected,1
1955,10189,Undirected,1
1955,10000,Undirected,1
1955,10457,Undirected,1
1955,10779,Undirected,1
1955,10489,Undirected,1
1955,10574,Undirected,1
1955,10652,Undirected,1
72,10304,Undirected,1
72,10150,Undirected,1
72,10309,Undirected,1
72,10306,Undirected,1
72,10308,Undirected,1
72,10437,Undirected,1
72,10307,Undirected,1
1766,10160,Undirected,1
1766,10378,Undirected,1
1766,10158,Undirected,1
2270,10509,Undirected,1
2787,10087,Undirected,1
1958,10261,Undirected,1
1958,10432,Undirected,1
1958,10252,Undirected,1
1958,10461,Undirected,1
1958,10391,Undirected,1
1958,10463,Undirected,1
1958,10464,Undirected,1
1557,10278,Undirected,1
1557,10046,Undirected,1
1557,10520,Undirected,1
1557,10146,Undirected,1
1557,10627,Undirected,1
1557,10077,Undirected,1
1557,10809,Undirected,1
1557,10115,Undirected,1
1557,10509,Undirected,1
777,10092,Undirected,1
1888,10438,Undirected,1
1888,10756,Undirected,1
1888,10461,Undirected,1
1376,10443,Undirected,1
1979,10092,Undirected,1
1979,10007,Undirected,1
1979,10561,Undirected,1
1979,10234,Undirected,1
1979,10429,Undirected,1
1979,10004,Undirected,1
1661,10524,Undirected,1
1661,10091,Undirected,1
1661,10052,Undirected,1
1661,10368,Undirected,1
1661,10543,Undirected,1
1661,10113,Undirected,1
1661,10624,Undirected,1
1661,10649,Undirected,1
1661,10433,Undirected,1
1661,10480,Undirected,1
1661,10088,Undirected,1
739,10165,Undirected,1
680,10053,Undirected,1
680,10189,Undirected,1
680,10099,Undirected,1
680,10264,Undirected,1
680,10579,Undirected,1
680,10490,Undirected,1
680,10091,Undirected,1
680,10524,Undirected,1
680,10573,Undirected,1
680,10565,Undirected,1
680,10018,Undirected,1
680,10727,Undirected,1
680,10320,Undirected,1
680,10550,Undirected,1
680,10652,Undirected,1
746,10167,Undirected,1
746,10734,Undirected,1
746,10735,Undirected,1
1262,10288,Undirected,1
3369,10368,Undirected,1
3282,10189,Undirected,1
3282,10414,Undirected,1
3282,10052,Undirected,1
3282,10000,Undirected,1
3282,10643,Undirected,1
3282,10091,Undirected,1
703,10568,Undirected,1
692,10514,Undirected,1
692,10109,Undirected,1
692,10658,Undirected,1
692,10560,Undirected,1
692,10719,Undirected,1
692,10684,Undirected,1
692,10664,Undirected,1
692,10741,Undirected,1
692,10291,Undirected,1
692,10553,Undirected,1
692,10788,Undirected,1
692,10188,Undirected,1
692,10663,Undirected,1
692,10551,Undirected,1
692,10449,Undirected,1
692,10394,Undirected,1
692,10450,Undirected,1
371,10741,Undirected,1
371,10744,Undirected,1
371,10079,Undirected,1
371,10080,Undirected,1
371,10007,Undirected,1
371,10214,Undirected,1
371,10658,Undirected,1
371,10109,Undirected,1
371,10596,Undirected,1
371,10362,Undirected,1
371,10482,Undirected,1
371,10387,Undirected,1
3190,10669,Undirected,1
209,10741,Undirected,1
209,10079,Undirected,1
209,10664,Undirected,1
209,10684,Undirected,1
209,10514,Undirected,1
209,10658,Undirected,1
209,10059,Undirected,1
209,10109,Undirected,1
209,10560,Undirected,1
209,10744,Undirected,1
209,10663,Undirected,1
209,10387,Undirected,1
209,10666,Undirected,1
3030,10517,Undirected,1
3030,10742,Undirected,1
1498,10052,Undirected,1
1498,10024,Undirected,1
1498,10599,Undirected,1
1498,10648,Undirected,1
1498,10023,Undirected,1
1498,10520,Undirected,1
1498,10461,Undirected,1
1498,10373,Undirected,1
458,10092,Undirected,1
2597,10368,Undirected,1
1558,10606,Undirected,1
1558,10627,Undirected,1
1558,10085,Undirected,1
1558,10605,Undirected,1
1558,10169,Undirected,1
1558,10734,Undirected,1
1558,10168,Undirected,1
1558,10046,Undirected,1
1558,10167,Undirected,1
1558,10382,Undirected,1
1558,10749,Undirected,1
1558,10659,Undirected,1
2590,10242,Undirected,1
2590,10252,Undirected,1
2590,10291,Undirected,1
2590,10682,Undirected,1
2590,10082,Undirected,1
2590,10218,Undirected,1
916,10252,Undirected,1
916,10242,Undirected,1
916,10082,Undirected,1
1541,10378,Undirected,1
2199,10520,Undirected,1
1511,10520,Undirected,1
2326,10682,Undirected,1
2326,10252,Undirected,1
2326,10242,Undirected,1
2326,10257,Undirected,1
2326,10291,Undirected,1
2326,10538,Undirected,1
2326,10218,Undirected,1
2326,10082,Undirected,1
2326,10686,Undirected,1
2852,10140,Undirected,1
2852,10396,Undirected,1
3077,10007,Undirected,1
3077,10092,Undirected,1
3077,10004,Undirected,1
3077,10234,Undirected,1
3077,10516,Undirected,1
3362,10461,Undirected,1
3362,10463,Undirected,1
3362,10258,Undirected,1
3362,10465,Undirected,1
3362,10464,Undirected,1
3213,10401,Undirected,1
3213,10402,Undirected,1
675,10744,Undirected,1
675,10093,Undirected,1
675,10658,Undirected,1
675,10387,Undirected,1
675,10214,Undirected,1
675,10079,Undirected,1
675,10596,Undirected,1
675,10109,Undirected,1
675,10733,Undirected,1
675,10664,Undirected,1
675,10098,Undirected,1
675,10725,Undirected,1
675,10134,Undirected,1
675,10167,Undirected,1
675,10049,Undirected,1
1848,10142,Undirected,1
1848,10520,Undirected,1
334,10443,Undirected,1
1312,10000,Undirected,1
1788,10092,Undirected,1
1788,10429,Undirected,1
1788,10007,Undirected,1
1788,10004,Undirected,1
1788,10561,Undirected,1
1788,10234,Undirected,1
1633,10092,Undirected,1
1633,10007,Undirected,1
1633,10568,Undirected,1
1633,10429,Undirected,1
1633,10004,Undirected,1
1633,10561,Undirected,1
1633,10274,Undirected,1
1633,10234,Undirected,1
1532,10044,Undirected,1
1532,10290,Undirected,1
934,10052,Undirected,1
934,10446,Undirected,1
934,10701,Undirected,1
934,10235,Undirected,1
934,10402,Undirected,1
934,10649,Undirected,1
934,10480,Undirected,1
934,10401,Undirected,1
934,10020,Undirected,1
934,10423,Undirected,1
934,10679,Undirected,1
934,10650,Undirected,1
934,10099,Undirected,1
934,10356,Undirected,1
934,10704,Undirected,1
449,10158,Undirected,1
449,10100,Undirected,1
2906,10368,Undirected,1
2677,10526,Undirected,1
2677,10670,Undirected,1
2677,10052,Undirected,1
2677,10565,Undirected,1
2677,10639,Undirected,1
2677,10091,Undirected,1
2677,10057,Undirected,1
2677,10071,Undirected,1
2677,10099,Undirected,1
2677,10189,Undirected,1
2677,10018,Undirected,1
2677,10418,Undirected,1
2677,10711,Undirected,1
2677,10638,Undirected,1
2677,10652,Undirected,1
2677,10285,Undirected,1
2850,10092,Undirected,1
2850,10516,Undirected,1
2850,10004,Undirected,1
2850,10234,Undirected,1
2674,10526,Undirected,1
2674,10638,Undirected,1
2674,10091,Undirected,1
2674,10639,Undirected,1
2674,10565,Undirected,1
2674,10071,Undirected,1
2674,10189,Undirected,1
2674,10099,Undirected,1
2674,10670,Undirected,1
2674,10481,Undirected,1
2674,10285,Undirected,1
2674,10418,Undirected,1
2674,10057,Undirected,1
2796,10627,Undirected,1
2796,10046,Undirected,1
2796,10606,Undirected,1
2796,10734,Undirected,1
2796,10675,Undirected,1
1183,10509,Undirected,1
940,10520,Undirected,1
940,10077,Undirected,1
940,10627,Undirected,1
940,10509,Undirected,1
940,10432,Undirected,1
940,10542,Undirected,1
940,10641,Undirected,1
940,10809,Undirected,1
940,10046,Undirected,1
940,10386,Undirected,1
940,10445,Undirected,1
960,10461,Undirected,1
960,10438,Undirected,1
960,10368,Undirected,1
421,10248,Undirected,1
421,10527,Undirected,1
2266,10092,Undirected,1
2266,10516,Undirected,1
2266,10234,Undirected,1
2266,10004,Undirected,1
1520,10520,Undirected,1
1520,10288,Undirected,1
1520,10641,Undirected,1
1520,10177,Undirected,1
1520,10720,Undirected,1
1520,10445,Undirected,1
1520,10542,Undirected,1
1520,10627,Undirected,1
1520,10077,Undirected,1
1520,10466,Undirected,1
1520,10278,Undirected,1
1520,10782,Undirected,1
1520,10701,Undirected,1
1520,10809,Undirected,1
1520,10676,Undirected,1
1520,10531,Undirected,1
1520,10509,Undirected,1
2897,10432,Undirected,1
2897,10146,Undirected,1
2897,10478,Undirected,1
2897,10174,Undirected,1
2443,10158,Undirected,1
2443,10100,Undirected,1
2443,10159,Undirected,1
3297,10489,Undirected,1
1380,10443,Undirected,1
292,10052,Undirected,1
292,10648,Undirected,1
292,10024,Undirected,1
292,10023,Undirected,1
292,10520,Undirected,1
292,10599,Undirected,1
292,10461,Undirected,1
292,10373,Undirected,1
2261,10092,Undirected,1
2261,10561,Undirected,1
2261,10004,Undirected,1
2261,10516,Undirected,1
131,10315,Undirected,1
131,10314,Undirected,1
131,10316,Undirected,1
131,10127,Undirected,1
2874,10041,Undirected,1
2874,10520,Undirected,1
2874,10571,Undirected,1
1171,10092,Undirected,1
1171,10004,Undirected,1
3407,10568,Undirected,1
3407,10007,Undirected,1
1810,10520,Undirected,1
1810,10077,Undirected,1
1810,10627,Undirected,1
1810,10165,Undirected,1
1429,10461,Undirected,1
1429,10607,Undirected,1
1429,10418,Undirected,1
1429,10722,Undirected,1
1429,10356,Undirected,1
1429,10187,Undirected,1
2943,10520,Undirected,1
2943,10203,Undirected,1
1656,10520,Undirected,1
1656,10571,Undirected,1
1656,10570,Undirected,1
2396,10765,Undirected,1
2396,10489,Undirected,1
1059,10189,Undirected,1
1059,10091,Undirected,1
1059,10053,Undirected,1
1059,10414,Undirected,1
1059,10579,Undirected,1
1059,10071,Undirected,1
1059,10786,Undirected,1
1059,10490,Undirected,1
2633,10675,Undirected,1
2633,10606,Undirected,1
2633,10734,Undirected,1
2633,10169,Undirected,1
2633,10627,Undirected,1
2633,10605,Undirected,1
2633,10167,Undirected,1
2633,10749,Undirected,1
2633,10046,Undirected,1
2633,10168,Undirected,1
2633,10382,Undirected,1
2633,10085,Undirected,1
1276,10786,Undirected,1
1276,10446,Undirected,1
1276,10432,Undirected,1
1276,10641,Undirected,1
1276,10701,Undirected,1
2720,10741,Undirected,1
2720,10596,Undirected,1
2720,10744,Undirected,1
2720,10007,Undirected,1
2720,10658,Undirected,1
1041,10087,Undirected,1
3002,10738,Undirected,1
3002,10699,Undirected,1
3002,10284,Undirected,1
3002,10355,Undirected,1
3002,10708,Undirected,1
2245,10520,Undirected,1
3396,10189,Undirected,1
3396,10091,Undirected,1
3396,10638,Undirected,1
3396,10368,Undirected,1
3396,10414,Undirected,1
3396,10490,Undirected,1
3396,10526,Undirected,1
3396,10639,Undirected,1
3396,10099,Undirected,1
3198,10167,Undirected,1
3198,10734,Undirected,1
625,10669,Undirected,1
2875,10500,Undirected,1
2002,10624,Undirected,1
2002,10543,Undirected,1
2002,10527,Undirected,1
3154,10744,Undirected,1
3224,10459,Undirected,1
370,10744,Undirected,1
370,10007,Undirected,1
370,10080,Undirected,1
370,10079,Undirected,1
370,10514,Undirected,1
370,10596,Undirected,1
370,10109,Undirected,1
370,10658,Undirected,1
370,10387,Undirected,1
370,10582,Undirected,1
370,10741,Undirected,1
885,10092,Undirected,1
605,10079,Undirected,1
605,10514,Undirected,1
605,10560,Undirected,1
605,10744,Undirected,1
605,10276,Undirected,1
605,10407,Undirected,1
605,10374,Undirected,1
605,10109,Undirected,1
605,10275,Undirected,1
605,10387,Undirected,1
605,10535,Undirected,1
605,10409,Undirected,1
2599,10043,Undirected,1
3109,10200,Undirected,1
2376,10520,Undirected,1
2376,10142,Undirected,1
2805,10200,Undirected,1
1319,10799,Undirected,1
179,10368,Undirected,1
392,10765,Undirected,1
392,10489,Undirected,1
2647,10360,Undirected,1
2647,10007,Undirected,1
3234,10157,Undirected,1
3234,10498,Undirected,1
1726,10240,Undirected,1
1726,10650,Undirected,1
1726,10478,Undirected,1
1726,10470,Undirected,1
1726,10091,Undirected,1
3317,10092,Undirected,1
3317,10007,Undirected,1
3317,10429,Undirected,1
3317,10561,Undirected,1
3317,10579,Undirected,1
1071,10227,Undirected,1
1071,10065,Undirected,1
1071,10545,Undirected,1
6,10565,Undirected,1
6,10091,Undirected,1
871,10165,Undirected,1
369,10020,Undirected,1
369,10728,Undirected,1
369,10447,Undirected,1
369,10446,Undirected,1
369,10144,Undirected,1
369,10543,Undirected,1
369,10701,Undirected,1
369,10223,Undirected,1
369,10130,Undirected,1
369,10470,Undirected,1
369,10132,Undirected,1
369,10433,Undirected,1
369,10311,Undirected,1
1432,10605,Undirected,1
1432,10227,Undirected,1
1432,10281,Undirected,1
348,10022,Undirected,1
1023,10328,Undirected,1
671,10046,Undirected,1
671,10169,Undirected,1
671,10627,Undirected,1
671,10606,Undirected,1
671,10167,Undirected,1
2655,10189,Undirected,1
2655,10414,Undirected,1
2655,10639,Undirected,1
2518,10295,Undirected,1
2518,10520,Undirected,1
597,10658,Undirected,1
597,10719,Undirected,1
597,10109,Undirected,1
597,10514,Undirected,1
597,10684,Undirected,1
597,10663,Undirected,1
597,10560,Undirected,1
597,10664,Undirected,1
3047,10520,Undirected,1
3047,10762,Undirected,1
3047,10077,Undirected,1
3047,10786,Undirected,1
3047,10142,Undirected,1
3047,10189,Undirected,1
3047,10052,Undirected,1
3047,10624,Undirected,1
3047,10627,Undirected,1
3047,10490,Undirected,1
3047,10501,Undirected,1
2173,10446,Undirected,1
2173,10432,Undirected,1
1461,10605,Undirected,1
1461,10627,Undirected,1
1461,10734,Undirected,1
1461,10606,Undirected,1
1461,10046,Undirected,1
1461,10169,Undirected,1
1461,10675,Undirected,1
1461,10167,Undirected,1
1461,10557,Undirected,1
1461,10312,Undirected,1
1461,10168,Undirected,1
1461,10085,Undirected,1
1461,10620,Undirected,1
1461,10382,Undirected,1
2956,10443,Undirected,1
39,10288,Undirected,1
415,10007,Undirected,1
1948,10509,Undirected,1
1948,10445,Undirected,1
1948,10627,Undirected,1
2017,10750,Undirected,1
707,10007,Undirected,1
1279,10628,Undirected,1
1279,10022,Undirected,1
1279,10460,Undirected,1
2172,10092,Undirected,1
2172,10004,Undirected,1
2172,10029,Undirected,1
2172,10234,Undirected,1
174,10061,Undirected,1
174,10060,Undirected,1
2208,10505,Undirected,1
2208,10750,Undirected,1
2208,10171,Undirected,1
1048,10230,Undirected,1
3078,10330,Undirected,1
3078,10341,Undirected,1
3078,10332,Undirected,1
967,10368,Undirected,1
967,10022,Undirected,1
967,10021,Undirected,1
967,10461,Undirected,1
967,10151,Undirected,1
967,10438,Undirected,1
967,10165,Undirected,1
967,10746,Undirected,1
2120,10477,Undirected,1
3367,10432,Undirected,1
3367,10146,Undirected,1
1994,10092,Undirected,1
1738,10738,Undirected,1
1738,10355,Undirected,1
1738,10284,Undirected,1
1738,10709,Undirected,1
1738,10699,Undirected,1
1738,10454,Undirected,1
2022,10092,Undirected,1
2022,10004,Undirected,1
2022,10516,Undirected,1
2022,10234,Undirected,1
947,10007,Undirected,1
1516,10512,Undirected,1
1516,10586,Undirected,1
3360,10658,Undirected,1
3360,10741,Undirected,1
3360,10109,Undirected,1
3360,10719,Undirected,1
3360,10133,Undirected,1
3360,10560,Undirected,1
3360,10514,Undirected,1
3360,10664,Undirected,1
3360,10079,Undirected,1
3360,10078,Undirected,1
761,10052,Undirected,1
761,10461,Undirected,1
761,10311,Undirected,1
761,10607,Undirected,1
3031,10433,Undirected,1
3031,10650,Undirected,1
3031,10786,Undirected,1
3031,10649,Undirected,1
3031,10722,Undirected,1
3031,10091,Undirected,1
3031,10111,Undirected,1
3031,10489,Undirected,1
3031,10203,Undirected,1
3031,10669,Undirected,1
3031,10728,Undirected,1
3031,10762,Undirected,1
3163,10605,Undirected,1
3163,10606,Undirected,1
3163,10167,Undirected,1
1998,10007,Undirected,1
1998,10664,Undirected,1
1998,10630,Undirected,1
1998,10663,Undirected,1
1998,10079,Undirected,1
1998,10544,Undirected,1
1998,10627,Undirected,1
3138,10520,Undirected,1
3138,10786,Undirected,1
3138,10077,Undirected,1
3138,10142,Undirected,1
3138,10624,Undirected,1
2186,10378,Undirected,1
2186,10520,Undirected,1
2186,10433,Undirected,1
2186,10189,Undirected,1
2186,10174,Undirected,1
2186,10470,Undirected,1
2186,10473,Undirected,1
2186,10524,Undirected,1
2186,10669,Undirected,1
2186,10203,Undirected,1
2186,10762,Undirected,1
2186,10592,Undirected,1
2186,10567,Undirected,1
2186,10619,Undirected,1
2477,10619,Undirected,1
2477,10520,Undirected,1
2477,10786,Undirected,1
2477,10203,Undirected,1
2477,10264,Undirected,1
2477,10472,Undirected,1
2477,10470,Undirected,1
2477,10567,Undirected,1
